STNAME,ACTIVE,ADDRESS,ASSET,CITY,NAME,ROA,ROE,WEBADDR,ZIP,FLDOFF,REGION
Kentucky,1,2500 Broadway,"172,931",Catlettsburg,Kentucky Farmers Bank Corporation,3.21,14.12,http://www.kentuckyfarmersbank.com:80/,41129,Lexington,Chicago
Kentucky,0,149 South Main Street,"145,098",Madisonville,Peoples Bank and Trust Company,,, ,42431,Hopkinsville,Chicago
Kentucky,0,Main Street,"24,943",Pineville,The First State Bank of Pineville,,, ,40977,Knoxville,Chicago
Kentucky,0,102 West Park Square,"81,709",Russellville,Southern Deposit Bank,,, ,42276,Hopkinsville,Dallas
Kentucky,0,Main Street,"41,505",Tiline,Bank of Livingston County,,, ,42083,Hopkinsville,Dallas
Kentucky,0,1918 Cumberland Avenue,"101,114",Middlesboro,Commercial Bank,,, ,40965,Knoxville,Chicago
Kentucky,1,201 N Main Street,"147,346",Morgantown,"Morgantown Bank & Trust Company, Incorporated",0.52,5.76,http://www.mtownbank.com:80/,42261,Hopkinsville,Chicago
Kentucky,0,Main Street,"11,063",New Haven,Bank of New Haven,,, ,40051,Elizabethtown,Chicago
Kentucky,0,39 West 10th Street,"7,388",Newport,West Side Savings Bank,,, ,41072,Lexington,Chicago
Kentucky,0,2500 Eastpoint Parkway,"367,191",Louisville,Ascencia Bank,,,http://www.ascenciabank.com:80/,40223,Elizabethtown,Chicago
Kentucky,0,Shelby And Chapel Streets,"27,441",Falmouth,Kentucky National Bank of Pendleton County,,, ,41040,Lexington,Chicago
Kentucky,0,187 Main Street,"152,147",Whitesburg,The Bank of Whitesburg,,, ,41858,Lexington,Dallas
Kentucky,1,22023 Main Street,"131,371",Hyden,Hyden Citizens Bank,1.21,13.2,http://www.hydencitizensbank.com:80/,41749,Lexington,Chicago
Kentucky,0,121 South Fourth Street,"103,307",Danville,Bank of Danville and Trust Company,,, ,40422,Lexington,Chicago
Kentucky,1,Main And Lincoln Streets,"67,383",Auburn,Auburn Banking Company,1.95,24.27,http://www.auburnbankingcompany.com:80/,42206,Hopkinsville,Chicago
Kentucky,0,1002 West Main Street,"34,537",Glasgow,United Community Bank,,,http://www.ucbky.com:80/,42141,Elizabethtown,Chicago
Kentucky,0,119 Cedar Street,"114,915",Franklin,Simpson County Bank,,, ,42134,Hopkinsville,Dallas
Kentucky,1,221 West Fifth Street,"566,276",Benton,Community Financial Services Bank,0.99,10.18,http://www.yourlifeyourbank.com:80/,42025,Hopkinsville,Chicago
Kentucky,1,93 Marion Street,"46,674",Campton,Farmers & Traders Bank of Campton,1.01,9.6,http://www.farmersandtradersbank.com:80/,41301,Lexington,Chicago
Kentucky,1,39 W Main St,"181,156",Hindman,Bank of Hindman,1,7.07,http://www.bankofhindman.com:80/,41822,Lexington,Chicago
Kentucky,0,Main Street,"82,170",Manchester,"The First State Bank and Trust Company of Manchester, Kentucky",,, ,40962,Knoxville,Chicago
Kentucky,1,Main & First Streets,"150,613",Mc Kee,Jackson County Bank,1.18,5.85,http://www.jacksoncobank.com:80/,40447,Lexington,Chicago
Kentucky,1,50 North Main,"594,090",Monticello,The Monticello Banking Company,0.6,6.68,http://www.bankatmbc.com:80/,42633,Lexington,Chicago
Kentucky,0,"Carnaby Shopping Center, Highway 25 East","41,009",London,Farmers National Bank of London,,, ,40741,Knoxville,Chicago
Kentucky,0,101 North Main Street,"101,544",Versailles,The Woodford Bank and Trust Company,,, ,40383,Lexington,Chicago
Kentucky,1,109 N Main Street,"198,126",Brownsville,Bank of Edmonson County,0.96,8.45,http://www.bankofedmonson.com:80/,42210,Hopkinsville,Chicago
Kentucky,1,287 North Main St,"100,743",Lewisburg,Lewisburg Banking Company,1.42,13.04,http://www.lewisburgbank.com:80/,42256,Hopkinsville,Chicago
Kentucky,0,400 Main Street,"30,368",Paris,Peoples Deposit Bank & Trust Company,,, ,40361,Lexington,Chicago
Kentucky,1,47 South Main Street,"136,900",Whitley City,Bank of McCreary County,1.36,11.7,http://www.bomconline.com:80/,42653,Lexington,Chicago
Kentucky,1,220 East Clay Street,"55,878",Clinton,Clinton Bank,0.83,4.62,http://www.clintonbankky.com:80/,42031,Hopkinsville,Chicago
Kentucky,0,Main Street,"11,427",Fordsville,Bank of Fordsville,,, ,42343,Hopkinsville,Chicago
Louisiana,1,4743 Main Street,"195,762",Zachary,Bank of Zachary,0.82,8.56,http://www.bankofzachary.com:80/,70791,Baton Rouge,Dallas
Louisiana,1,12225 St. Helena Street,"105,375",Clinton,Landmark Bank,0.81,8.06,http://www.landmarkbankla.com:80/,70722,Baton Rouge,Dallas
Louisiana,0,Worthy Road And Burnside Street,"125,609",Gonzales,Bank of Gonzales,,, ,70737,Baton Rouge,Dallas
Louisiana,1,Erin And Church Streets,"144,195",Jackson,The Highlands Bank,1.41,12.95,http://www.thbank.net:80/,70748,Baton Rouge,Dallas
Louisiana,0,Main Street,,Grand Cane,Bank of Grand Cane,,, ,71032,Shreveport,Dallas
Louisiana,0,2200 Front Street,"245,784",Slidell,First Bank,,, ,70458,Baton Rouge,Dallas
Louisiana,1,320 N. Alexander Avenue,"426,286",Port Allen,American Gateway Bank,0.42,4.63,http://www.amgb.com:80/,70767,Baton Rouge,Atlanta
Louisiana,1,102 Davenport Avenue,"45,097",Mer Rouge,The Mer Rouge State Bank,0.55,4.66, ,71261,Shreveport,Dallas
Louisiana,0,946 Pearl Street,"86,320",Franklinton,Washington Bank and Trust Company,,, ,70438,Baton Rouge,Dallas
Louisiana,0,720 East Main Street,"483,586",Houma,The Premier Bank of South Louisiana,,, ,70360,Baton Rouge,Dallas
Louisiana,0,316 East Main Street,"24,019",Oak Grove,Bank of Oak Grove,,, ,71263,Shreveport,Dallas
Mississippi,0,101 N.W. Depot Street,,Durant,Peoples Bank of Durant,,, ,39063,Jackson Ms,Dallas
Mississippi,1,316 Court Square,"119,452",Lexington,Holmes County Bank & Trust Company,-1.62,-14.9,http://www.holmesbk.com:80/,39095,Jackson Ms,Dallas
Mississippi,0,Main Street,"1,588",Sebastopol,The Bank of Sebastopol,,, ,39359,Jackson Ms,Dallas
Mississippi,0,Main Street,"8,908",Tchula,Merchants & Planters Bank,,, ,39169,Jackson Ms,Dallas
Mississippi,1,814 Main Street,"360,128",Columbia,Citizens Bank,1.66,17.43,http://www.citizensbk.com:80/,39429,Jackson Ms,Dallas
Mississippi,0,100 South Magnolia Street,"13,218",Edwards,The Bank of Edwards,,, ,39066,Jackson Ms,Dallas
Mississippi,0,1124 Van Buren Avenue,"27,061",Oxford,Bank of Oxford,,, ,38655,Memphis,Dallas
Mississippi,1,308 Raymond Square,"91,981",Raymond,Merchants and Planters Bank,0.35,3.95,http://www.mpbank.net:80/,39154,Jackson Ms,Dallas
Mississippi,0,117 West Floyce Street,"175,204",Ruleville,Southern Bancorp Bank,,, ,38771,Jackson Ms,Dallas
Mississippi,0,Main Street,,Maben,Maben Home Bank,,, ,39750,Jackson Ms,Dallas
Mississippi,0,431 Main Street,"259,817",Tupelo,First Citizens National Bank,,, ,38801,Jackson Ms,Dallas
Mississippi,0,Main Street,"5,004",Crenshaw,Bank of Crenshaw,,, ,38621,Memphis,Dallas
Mississippi,0,Main Street,"85,485",Falkner,The Bank of Falkner,,, ,38629,Memphis,Dallas
Mississippi,0,406 22nd Avenue,"168,840",Meridian,Merchants & Farmers Bank,,, ,39301,Jackson Ms,Dallas
Mississippi,1,Lameuse And Howard Avenues,"895,439",Biloxi,"The Peoples Bank, Biloxi, Mississippi",0.27,2.2,http://www.thepeoples.com:80/,39533,Jackson Ms,Dallas
Montana,1,111 3rd Avenue South,"76,648",Wolf Point,Western Bank of Wolf Point,1.65,16.2,http://www.westernbankwp.com:80/,59201,Billings,San Francisco
Montana,1,103 Main Street,"310,740",Victor,Farmers State Bank,0.33,3.21,http://www.farmersebank.com:80/,59875,Billings,San Francisco
Montana,0,Main Street,"56,670",Shelby,Bank of Montana Shelby,,, ,59474,Billings,San Francisco
Montana,0,Main Street,"20,292",Harlem,"Security State Bank, Harlem, Montana",,, ,59526,Billings,San Francisco
Montana,0,Main Street,"38,965",Glasgow,Bank of Montana Glasgow,,, ,59230,Billings,San Francisco
Montana,0,205 Broadway Avenue,"17,122",Culbertson,"Culbertson State Bank of Culbertson, Montana",,, ,59218,Billings,San Francisco
Montana,0,420 South Main Street,"93,751",Conrad,"Stockman Bank, National Association",,, ,59425,Billings,San Francisco
Montana,1,116 S Main Street,"130,525",Baker,The Bank of Baker,2.25,26.28,http://www.bankofbaker.com:80/,59313,Billings,San Francisco
Montana,0,Main Street,"32,396",Glendive,First Security Bank of Glendive,,, ,59330,Billings,San Francisco
Montana,0,404 West Broadway,"71,606",Lewistown,"Norwest Bank Lewistown, National Association",,, ,59457,Billings,San Francisco
Montana,0,101 East Legion Avenue,"14,853",Whitehall,The Whitehall State Bank,,, ,59759,Billings,San Francisco
Montana,1,110 S. Idaho Street,"95,624",Dillon,State Bank & Trust Co.,0.92,9.21,http://www.statebank-dillon.com:80/,59725,Billings,San Francisco
Montana,1,117 Central Avenue,"31,460",Cascade,Stockmens Bank,0.92,7.62,http://www.stockmensbank.biz:80/,59421,Billings,San Francisco
Montana,0,220 Main Street,"26,446",Stevensville,"First State Bank of Stevensville, Montana",,, ,59870,Billings,San Francisco
Montana,0,12 Main Street,"16,157",Roundup,"Montana Bank of Roundup, N. A.",,, ,59072,Billings,San Francisco
Montana,0,Main Street,"63,222",Polson,Security State Bank and Trust Company,,, ,59860,Billings,San Francisco
Montana,1,504 Mineral Avenue,"293,907",Libby,"First Montana Bank, Inc.",0.75,7.6,http://www.firstmontanabank.com:80/,59923,Billings,San Francisco
Montana,1,321 Central Avenue,"192,153",Fairfield,Teton Banks,1.31,7.43,http://www.tetonbanks.com:80/,59436,Billings,San Francisco
North Carolina,0,Main Street,,Seaboard,The Farmers Bank of Seaboard,,, ,27876,Raleigh,Atlanta
North Carolina,0,207 South Main Street,"23,443",Raeford,The Bank of Raeford,,, ,28376,Raleigh,Atlanta
North Carolina,0,Main Street,"5,985",Ramseur,The Bank of Coleridge,,, ,27316,Charlotte,Atlanta
North Carolina,0,Main Street,"47,942",Sunbury,Farmers Bank of Sunbury,,, ,27979,Raleigh,Atlanta
North Carolina,0,Main Street,,Pittsboro,Bank of Pittsboro,,, ,27312,Raleigh,Atlanta
North Carolina,0,Main Street,"51,279",Winterville,First State Bank,,, ,28590,Raleigh,Atlanta
Ohio,0,Main Street,610,Vinton,The Vinton Banking Company,,, ,45686,Columbus,Chicago
Ohio,1,420 Third Avenue,"842,523",Gallipolis,The Ohio Valley Bank Company,1.07,11.2,http://www.ovbc.com:80/,45631,Cincinnati,Chicago
Ohio,0,121 North Mill Street,"10,814",Fredericksburg,The Citizens Bank,,, ,44627,Columbus,Chicago
Kentucky,0,239 West Main Street,"108,337",Richmond,Richmond Bank and Trust Company,,, ,40475,Lexington,Chicago
Ohio,1,103 East Wiggin Street,"50,921",Gambier,The Peoples Bank,0.74,7.54,http://www.peoplesgambier.com:80/,43022,Columbus,Chicago
Ohio,0,Main Street,"2,589",Freeport,The Freeport State Bank,,, ,43973,Columbus,Chicago
Ohio,0,100 South Main Street,"42,472",Bowling Green,Northwest Ohio Bank,,, ,43402,Columbus,Chicago
Ohio,0,10820 Main Street,"17,252",Clarksburg,The Clarksburg Commercial Bank,,, ,43115,Columbus,Chicago
Ohio,0,104 North Walnut Street,"11,916",Gnadenhutten,The Gnadenhutten Bank,,, ,44629,Columbus,Chicago
Ohio,0,520-524 East Street,"20,688",Liberty Center,The Liberty State Bank,,, ,43532,Columbus,Chicago
Ohio,0,11 Public Square,"54,730",Nelsonville,The First National Bank of Nelsonville,,, ,45764,Columbus,Chicago
Oklahoma,1,6th And Washington,"34,534",Ryan,The First State Bank,1.02,14.18, ,73565,Oklahoma City,Dallas
Oklahoma,0,101 North Main Street,"46,851",Blackwell,Security Bank and Trust Company,,, ,74631,Tulsa,Dallas
Oklahoma,0,Main Street,"6,696",Willow,"The First State Bank, Willow, Okla.",,, ,73673,Oklahoma City,Dallas
Oklahoma,1,2 Southeast Fourth,"160,460",Tuttle,Sooner State Bank,1.38,11.36,http://www.soonerstatebank.com:80/,73089,Oklahoma City,Dallas
Oklahoma,1,1101 West Main Street,"83,730",Quinton,The Farmers State Bank,1.48,18.99,http://www.farmersstatebankonline.com:80/,74561,Tulsa,Dallas
Oklahoma,0,501 C Street,"89,278",Lawton,The Security Bank & Trust Company,,, ,73501,Oklahoma City,Dallas
Oklahoma,1,202 South Square,"83,419",Cleo Springs,Cleo State Bank,2.34,11.8,http://www.cleostatebank.com:80/,73729,Oklahoma City,Dallas
Oklahoma,0,130 South Muskogee Street,"41,037",Tahlequah,"The Liberty State Bank of Tahlequah, Oklahoma",,, ,74464,Tulsa,Dallas
Oklahoma,0,101 West Main Street,"16,250",Bokchito,The First State Bank,,, ,74726,Tulsa,Dallas
Oklahoma,0,Main Street,"22,811",Clayton,Clayton State Bank,,, ,74536,Tulsa,Dallas
Oklahoma,0,211 North Grand Street,"10,154",Crescent,The Bank of Crescent,,, ,73028,Oklahoma City,Dallas
Oklahoma,0,1217 South Agnew Street,"171,925",Oklahoma City,United Oklahoma Bank,,, ,73108,Oklahoma City,Dallas
Oklahoma,0,101 North Main Street,"1,107,960",Hennessey,Gold  BANK,,,http://www.goldbank-ok.com:80/,73742,Oklahoma City,Dallas
Oklahoma,1,1117 Tenth Street,"240,383",Woodward,The Stock Exchange Bank,1.13,10.7,http://www.stockexchangebank.com:80/,73801,Oklahoma City,Dallas
Oklahoma,0,Main Street,"1,850",Foss,First State Bank,,, ,73647,Oklahoma City,Dallas
Oklahoma,0,601 South Main Street,"46,134",Kingfisher,First Capital Bank,-4.62,-174.1,http://www.fcbanker.com:80/,73750,Oklahoma City,Dallas
Oklahoma,0,110 West Ketchum Avenue,"24,284",Ketchum,The First State Bank,,, ,74349,Tulsa,Dallas
Oklahoma,1,301 South Polk Avenue,"58,735",Keyes,High Plains Bank,1.86,15.49,http://www.hpbank.us:80/,73947,Oklahoma City,Dallas
Oklahoma,1,404 West Broadway,"166,104",Okemah,The Citizens State Bank,2.56,31.58,http://www.ibankcsb.com:80/,74859,Tulsa,Dallas
Oklahoma,1,121 West Broadway,"42,865",Vici,Bank of Vici,0.84,8.93,http://www.bankofvici.com:80/,73859,Oklahoma City,Dallas
Oklahoma,1,402 Broadway,"165,338",Cheyenne,Security State Bank,1.94,18.79,http://www.ssbcheyenne.com:80/,73628,Oklahoma City,Dallas
Oklahoma,1,24 West Division Street,"100,571",Stilwell,Bank of Commerce,0.96,9.03,http://www.bankofcommercestilwell.com:80/,74960,Tulsa,Dallas
Oklahoma,0,121 West Broadway,"35,121",Drumright,The Citizens Bank,,, ,74030,Tulsa,Dallas
Oklahoma,0,111 North Eleventh Street,"28,711",Collinsville,American Exchange Bank,,, ,74021,Tulsa,Dallas
Oklahoma,1,510-512 West Main Street,"72,444",Henryetta,American Exchange Bank,0.87,8.7,http://www.aebbank.net:80/,74437,Tulsa,Dallas
Oklahoma,1,800 West Ozark Street,"65,513",Morris,The Morris State Bank,2.64,30.41,http://www.morrisstatebank.com:80/,74445,Tulsa,Dallas
Oklahoma,0,Main Street,"11,135",Red Oak,The Bank of Red Oak,,, ,74563,Tulsa,Dallas
Oklahoma,1,100 South Broadway,"102,746",Hugo,Security First National Bank of Hugo,2.23,28.41,http://www.sfnb.net:80/,74743,Tulsa,Dallas
Oklahoma,0,Main Street,"15,197",Roosevelt,Security State Bank,,, ,73564,Oklahoma City,Dallas
Oklahoma,0,313 West Main Street,"24,286",Healdton,Bank of Healdton,,, ,73438,Oklahoma City,Dallas
Pennsylvania,0,Third And Locust Streets,"452,936",Oxford,The People's Bank of Oxford,,,http://www.peoplesoxford.com:80/,19363,Philadelphia,New York
Pennsylvania,0,500 Main Street,"104,169",Walnutport,First Lehigh Bank,,, ,18088,Philadelphia,New York
Pennsylvania,0,Market And Pine Streets,"1,031,006",Selinsgrove,SunBank,,,http://www.sunbankpa.com:80/,17870,Harrisburg,New York
Pennsylvania,0,24-26 West Market Street,"610,066",Wilkes-Barre,Merchants Bank (North),,, ,18701,Philadelphia,New York
Pennsylvania,0,Main Street,,Scranton,Green Ridge Bank,,, ,18509,Philadelphia,New York
Pennsylvania,1,Route 6 East,"247,052",Wyalusing,"People's State Bank of Wyalusing, Pennsylvania",1.01,12.27,http://www.peoplesbankpa.com:80/,18853,Harrisburg,New York
Pennsylvania,1,3279 South Main Street,"329,111",Sandy Lake,Mercer County State Bank,0.91,9.08,http://www.mcsbank.com:80/,16145,Wexford,New York
Pennsylvania,0,659 Main Street,,Hellertown,Saucon Valley Trust Company,,, ,18055,Philadelphia,New York
Pennsylvania,0,2 East Ludlow Street,"23,201",Summit Hill,Summit Hill Trust Company,,, ,18250,Philadelphia,New York
Pennsylvania,0,Main Street,"151,279",Bridgeville,The Bridgeville Trust Company,,, ,15017,Wexford,New York
Pennsylvania,1,150 North Washington Avenue,"922,398",Scranton,Penn Security Bank and Trust Company,1.2,8.8,http://www.pennsecurity.com:80/,18503,Philadelphia,New York
Pennsylvania,0,143 South Market Street,"54,495",Elizabethtown,Elizabethtown Trust Company,,, ,17022,Harrisburg,New York
Pennsylvania,0,Main And Swede Streets,"3,633,556",Norristown,Continental Bank,,, ,19401,Philadelphia,New York
Pennsylvania,0,Main Street,,Cherry Tree,"Farmers and Merchants Bank of Cherry Tree, Pa.",,, ,15724,Wexford,New York
South Dakota,0,524 South Dakota Street,"53,370",Aberdeen,The Peoples Bank,,, ,57401,Sioux Falls,Kansas City
South Dakota,1,7 East Highway 12,"55,778",Groton,First State Bank of Claremont,1.15,9.23, ,57445,Sioux Falls,Kansas City
South Dakota,1,1600 Main Street,"36,556",Tyndall,Security State Bank,1.14,11.7, ,57066,Sioux Falls,Kansas City
South Dakota,0,418 Main Street,"572,079",Wall,First Western Bank,,, ,57790,Sioux Falls,Kansas City
South Dakota,1,Main Street,"30,017",Timber Lake,Western Dakota Bank,0.2,2.46,http://www.westerndakotabank.com:80/,57656,Sioux Falls,Kansas City
South Dakota,0,Main Street,"11,222",Geddes,Security State Bank,,, ,57342,Sioux Falls,Kansas City
South Dakota,0,600 Main,"45,404",Webster,Dacotah Bank,,, ,57274,Sioux Falls,Kansas City
South Dakota,1,124 Elk Street,"63,634",Elkton,BankStar Financial,0.91,9.71,http://www.ebankstar.com:80/,57026,Sioux Falls,Kansas City
South Dakota,0,526-Eighth Street,"10,737",Britton,Marshall County Bank,,, ,57430,Sioux Falls,Kansas City
South Dakota,0,Main Street,"19,645",Sinai,First State Bank of Sinai,,,http://www.siteit.com:80/sinaibank/,57061,Sioux Falls,Kansas City
South Dakota,0,Main Street,"6,735",Springfield,Springfield State Bank,,, ,57062,Sioux Falls,Kansas City
South Dakota,0,Main Street,"6,566",Parker,Parker State Bank,,, ,57053,Sioux Falls,Kansas City
South Dakota,1,101 South Main Street,"81,226",Plankinton,Farmers and Merchants State Bank,2.46,26.64,http://www.fmsbonline.com:80/,57368,Sioux Falls,Kansas City
South Dakota,0,Main Street,"11,844",Hayti,Hamlin County Bank,,, ,57241,Sioux Falls,Kansas City
South Dakota,1,1204 Yellowstone,"58,024",Fort Pierre,Dakota Prairie Bank,1.7,19.05, ,57532,Sioux Falls,Kansas City
South Dakota,1,702 7th Street,"95,033",Eureka,Great Plains Bank,2.38,26,http://www.greatplainsbank.com:80/,57437,Sioux Falls,Kansas City
South Dakota,0,323 First Avenue East,"20,058",Sisseton,First State Bank,,, ,57262,Sioux Falls,Kansas City
Washington,0,Main Street,"1,852",Granite Falls,Granite Falls State Bank,,, ,98252,Seattle,San Francisco
Washington,0,167 S.W. 2nd Avenue,"18,077",Stevenson,Columbia Gorge Bank,,, ,98648,Portland,San Francisco
Washington,0,723 Haggen Drive,"142,729",Burlington,Summit Bank,,, ,98233,Seattle,San Francisco
Washington,0,Main Street,,Morton,State Bank of Morton,,, ,98356,Seattle,San Francisco
Washington,0,600 Northeast 99th Street,"82,478",Vancouver,Northwest National Bank,,, ,98665,Portland,Kansas City
Washington,0,5448 South Tacoma Way,"86,130",Tacoma,North Pacific Bank,,, ,98409,Seattle,San Francisco
Wyoming,0,112 Center Street,"1,476,523",Jackson,The Jackson State Bank,,, ,83001,Billings,San Francisco
Wyoming,0,1508 Stillwater,"41,034",Cheyenne,"FirsTier Bank, Wyoming",,,http://www.firstierbanks.com:80/,82009,Billings,Kansas City
Wyoming,0,4 South Main Street,"1,278,773",Sheridan,First Interstate Bank,,, ,82801,Billings,San Francisco
Wyoming,0,302 North First Street,"18,470",Saratoga,Saratoga State Bank,,, ,82331,Billings,San Francisco
Wyoming,1,103 East Second,"21,628",Pine Bluffs,Farmers State Bank,-0.07,-0.91,http://www.bankinwyo.com:80/,82082,Billings,San Francisco
Wyoming,1,285 Main Street,"151,855",Lander,Central Bank and Trust,1.23,13.65,http://www.centralbanktrust.com:80/,82520,Billings,Kansas City
Wyoming,0,2120 Main Street,"154,798",Torrington,"First National Bank, Torrington",,,http://www.fnbwy.com:80/,82240,Billings,San Francisco
New Jersey,0,Route 46,"52,454",Pine Brook,The State Bank of North Jersey,,, ,7058,Jamesburg,New York
New Jersey,0,2 Holmes Street,"72,883",Carteret,Carteret Bank and Trust Company,,, ,7008,Jamesburg,New York
New Jersey,0,15 West Blackwell Street,"515,566",Dover,United Jersey Bank/Northwest,,, ,7801,Jamesburg,New York
New Jersey,0,324 North Avenue,"9,405",Dunellen,People's Trust Company,,, ,8812,Jamesburg,New York
